																																							
	Species	Common Name(s)	Superior	Michigan	Huron	Erie	Ontario	St. Marys River	Huron Erie Corridor	Niagara River	Aerial/Terrestrial	Benthic	Limnetic	Littoral	Tributaries/Wetlands	BOLD Entry	Other Genetic Info	COL Accepted Name	Catalogue of Life Link	Class	Family	Coarse Grouping	Fine Grouping	ID Level	ITIS Accepted Name	ITIS URL	Introduction Source	Natural History Link	Notes	Order	Origin	Phylum	Reference (for Laurentian Great Lakes Occurrence)	Reference (for locations discovered)					
	Opsopoeodus emiliae	pugnose minnow		X		X			X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Opsopoeodus+emiliae&searchTax=Search+Taxonomy		Opsopoeodus emiliae: Hay	1881	www.catalogueoflife.org/col/details/species/id/113be663ea8b71a8dcbacec3f9484904	Actinopterygii	Cyprinidae	not fished	minnow	Species	Opsopoeodus emiliae: Hay	1881	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163876#null		http://www.ontariofishes.ca/fish_detail.php?FID=50		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Erie: Jude & Pappas 1992			
	Phenacobius mirabilis	suckermouth minnow				X									X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Phenacobius+mirabilis&searchTax=Search+Taxonomy		Phenacobius mirabilis: (Girard	1856)	www.catalogueoflife.org/col/details/species/id/0c44c8d1be1558c5ad5b0c5ba9fd9dc8	Actinopterygii	Cyprinidae	not fished	minnow	Species	Phenacobius mirabilis: (Girard	1856)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163502#null	Native to Lake Erie and Southeastern Minnesota	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=617&Potential=N&Type=0&HUCNumber=DGreatLakes		Cypriniformes	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pimephales notatus	bluntnose minnow	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pimephales+notatus&searchTax=Search+Taxonomy		Pimephales notatus: (Rafinesque	1820)	www.catalogueoflife.org/col/details/species/id/cf6d9d4843b83da4ef46b7ab63d7cf41	Actinopterygii	Cyprinidae	not fished	minnow	Species	Pimephales notatus: (Rafinesque	1820)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163516#null		http://www.ontariofishes.ca/fish_detail.php?FID=51		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pimephales promelas	fathead minnow/ black-head minnow/ rosey reds	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pimephales+promelas&searchTax=Search+Taxonomy		Pimephales promelas: Rafinesque	1820	www.catalogueoflife.org/col/details/species/id/63c01b172492dc6862ba657e613edec0	Actinopterygii	Cyprinidae	not fished	minnow	Species	Pimephales promelas: Rafinesque	1820	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163517#null		http://www.ontariofishes.ca/fish_detail.php?FID=52		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pimephales vigilax	bullhead minnow		X	X	X									X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pimephales+vigilax&searchTax=Search+Taxonomy		Pimephales vigilax: (Baird & Girard	1853)	www.catalogueoflife.org/col/details/species/id/973c9514e19793685058d8063fefb435	Actinopterygii	Cyprinidae	not fished	minnow	Species	Pimephales vigilax: (Baird and Girard	1853)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163518#null	Native to Mississippi River Basin and Minnesota	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=623&Potential=N&Type=0&HUCNumber=DGreatLakes		Cypriniformes	RangeExp	Chordata	Roth et al. 2012	Roth et al. 2012			
	Rhinichthys atratulus	eastern blacknose dace/ blacknose dace	X	X	X	X	X		X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Rhinichthys+atratulus&searchTax=Search+Taxonomy		Rhinichthys atratulus: (Hermann	1804)	www.catalogueoflife.org/col/details/species/id/31d21ac91f8cabccc7738eb1957e9e8e	Actinopterygii	Cyprinidae	not fished	minnow	Species	Rhinichthys atratulus: (Hermann	1804)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163382#null		http://www.ontariofishes.ca/fish_detail.php?FID=53		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Rhinichthys cataractae	longnose dace/ Great Lakes longnose dace	X	X	X	X	X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Rhinichthys+cataractae&searchTax=Search+Taxonomy		Rhinichthys cataractae: (Valenciennes	1842)	www.catalogueoflife.org/col/details/species/id/c3d8c26d2ba197d8f1c82b3291a67700	Actinopterygii	Cyprinidae	not fished	minnow	Species	Rhinichthys cataractae: (Valenciennes in Cuvier and Valenciennes	1842)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163384#null		http://www.ontariofishes.ca/fish_detail.php?FID=54		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Rhinichthys obtusus	western blacknose dace/ naseux noir de l'ouest	X	X	X	X	X								X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Rhinichthys+obtusus&searchTax=Search+Taxonomy		Rhinichthys obtusus: Agassiz	1854	www.catalogueoflife.org/col/details/species/id/d163e246ab90f45159bb6317e6d3deda	Actinopterygii	Cyprinidae	not fished	minnow	Species	Rhinichthys obtusus: Agassiz	1854	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=689949#null		http://www.ontariofishes.ca/fish_detail.php?FID=55		Cypriniformes	Native	Chordata	Roth et al. 2012	Roth et al. 2012			
	Scardinius erythrophthalmus	rudd/ pearl roach/ redeye		X		X	X								X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Scardinius+erythrophthalmus&searchTax=Search+Taxonomy		Scardinius erythrophthalmus: (Linnaeus	1758)	www.catalogueoflife.org/col/details/species/id/4bea1a3cb34fe72520eedcad421977f7	Actinopterygii	Cyprinidae	not fished	minnow	Species	Scardinius erythrophthalmus: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163613#null	Eurasia	http://www.ontariofishes.ca/fish_detail.php?FID=56		Cypriniformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Semotilus atromaculatus	creek chub/ chub/ horned dace	X	X	X	X	X		X						X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Semotilus+atromaculatus&searchTax=Search+Taxonomy		Semotilus atromaculatus: (Mitchill	1818)	www.catalogueoflife.org/col/details/species/id/8bc8e428fba5c0019fad295ef694a4a6	Actinopterygii	Cyprinidae	not fished	minnow	Species	Semotilus atromaculatus: (Mitchill	1818)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163376#null		http://www.ontariofishes.ca/fish_detail.php?FID=57		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Semotilus corporalis	fallfish/ american chub/ chivin/ corporal/ mohawk/ roughnosed chub/ shining dace/ silver chub/ windfish					X								X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Semotilus+corporalis&searchTax=Search+Taxonomy		Semotilus corporalis: (Mitchill	1817)	www.catalogueoflife.org/col/details/species/id/8234a75c8380e9a8d48c31247e23a5e5	Actinopterygii	Cyprinidae	not fished	minnow	Species	Semotilus corporalis: (Mitchill	1817)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=163375#null		http://www.ontariofishes.ca/fish_detail.php?FID=58		Cypriniformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Fundulus diaphanus	banded killifish		X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Fundulus+diaphanus&searchTax=Search+Taxonomy		Fundulus diaphanus: (Lesueur	1817)	www.catalogueoflife.org/col/details/species/id/10f21f5fac350604ee90ce2c81870353	Actinopterygii	Fundulidae	not fished	topminnow/killifish	Species	Fundulus diaphanus: (Lesueur	1817)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=165646#null		http://www.ontariofishes.ca/fish_detail.php?FID=116		Cyprinodontiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Fundulus dispar	starhead topminnow/ northern starhead topminnow		X											X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Fundulus+dispar&searchTax=Search+Taxonomy		Fundulus dispar: (Agassiz	1854)	www.catalogueoflife.org/col/details/species/id/2bcedd22832903b5e1a1e00c7c44d23b	Actinopterygii	Fundulidae	not fished	topminnow/killifish	Species	Fundulus dispar: (Agassiz	1854)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=165672#null				Cyprinodontiformes	Native	Chordata	Roth et al. 2012	Roth et al. 2012			
	Fundulus notatus	blackstripe topminnow		X		X									X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Fundulus+notatus&searchTax=Search+Taxonomy		Fundulus notatus: (Rafinesque	1820)	www.catalogueoflife.org/col/details/species/id/ad0b523ce3c5b12d0eed3b72e04b1687	Actinopterygii	Fundulidae	not fished	topminnow/killifish	Species	Fundulus notatus: (Rafinesque	1820)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=165663#null		http://www.ontariofishes.ca/fish_detail.php?FID=117		Cyprinodontiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Erie: Roth et al. 2012			
	Gambusia affinis	western mosquitofish/ live-bearing tooth-carp/ mosquitofish/ topminnow		X		X								X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Gambusia+affinis&searchTax=Search+Taxonomy		Gambusia affinis: (Baird & Girard	1853)	www.catalogueoflife.org/col/details/species/id/e591c7c5adde1340a7de7de638a0b83c	Actinopterygii	Poeciliidae	not fished	mosquitofish	Species	Gambusia affinis: (Baird and Girard	1853)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=165878#null	N.A. Atlantic coast	https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=846Fishes		Cyprinodontiformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Esox americanus	grass/ grass pickerel/ redfin pickerel	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Esox+americanus&searchTax=Search+Taxonomy		Esox americanus: Gmelin	1789	www.catalogueoflife.org/col/details/species/id/89e64af96f4b851347f2f3966b8daefe	Actinopterygii	Esocidae�	gamefish	pike	Species	Esox americanus: Gmelin	1789	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162140#null				Esociformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Other lakes: Cudmore-Vokey & Crossman 2000; Superior: Roth et al. 2012			
	Esox lucius	northern pike/ american pike/ common pike/ great lakes pike/ great northern pickerel or pike/ jack/ jackfish/ snake/ wolf	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Esox+lucius&searchTax=Search+Taxonomy		Esox lucius: Linnaeus	1758	www.catalogueoflife.org/col/details/species/id/491ad1cbf0ee6578c14c4a37b2580003	Actinopterygii	Esocidae�	gamefish	pike	Species	Esox lucius: Linnaeus	1758	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162139#null		http://www.ontariofishes.ca/fish_detail.php?FID=108		Esociformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Esox masquinongy	muskellunge/ Allegheny river pike/ barred muskie/ great pike/ lunge/ mascalonge/ maskinong/ muskie/ ohio muskie/ tiger/ white pickerel/ white pike/ Wisconsin muskie	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Esox+masquinongy&searchTax=Search+Taxonomy		Esox masquinongy: Mitchill	1824	www.catalogueoflife.org/col/details/species/id/3878bdb8c15c7bf0dd98fab07fff6432	Actinopterygii	Esocidae�	gamefish	pike	Species	Esox masquinongy: Mitchill	1824	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162144#null	Native to St. Lawrence River	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=679&Potential=N&Type=0&HUCNumber=DGreatLakes		Esociformes�	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Esox niger	chain pickerel/ pickerel					X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Esox+niger&searchTax=Search+Taxonomy		Esox niger: Lesueur	1818	www.catalogueoflife.org/col/details/species/id/14c1865e78d8618d0476b9ba5756c04c	Actinopterygii	Esocidae�	gamefish	pike	Species	Esox niger: Lesueur	1818	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162143#null	N.A. Atlantic coast	http://www.ontariofishes.ca/fish_detail.php?FID=111	GLANSIS reports in L. Erie & Huron; Roth et al. 2012 reports L. Erie introduction failed	Esociformes�	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Umbra limi	central mudminnow	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Umbra+limi&searchTax=Search+Taxonomy		Umbra limi: (Kirtland	1840)	www.catalogueoflife.org/col/details/species/id/398bde53e87c2faf33951e1d9ba9b063	Actinopterygii	Umbridae�	not fished	mudminnow	Species	Umbra limi: (Kirtland	1841)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162153#null		http://www.ontariofishes.ca/fish_detail.php?FID=112		Esociformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lota lota	burbot/ eelpout	X	X	X	X	X		X			X		X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lota+lota&searchTax=Search+Taxonomy		Helionides lota: (Dworakowska	1981)	www.catalogueoflife.org/col/details/species/id/a4a555a2cbcc876c24a4e1994056d90d	Actinopterygii	Gadidae�	roughfish	cod	Species	Lota lota: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=164725#null		http://www.ontariofishes.ca/fish_detail.php?FID=114		Gadiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Apeltes quadracus	fourspine stickleback/ barn(y)(s)tickle/ branchy/ branstickle/ doctor/ four-spined stickleback/ prickly back/ spanicle/ spannistickle/ span(ny)tickle/ sparn(yt)ickle/ spawnykettle/ spawnytickle/ thorn(y)back/ bloody stickleback	X											X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Apeltes+quadracus&searchTax=Search+Taxonomy		Apeltes quadracus: (Mitchill	1815)	www.catalogueoflife.org/col/details/species/id/ebfbe80fb371936e88d34a85de4bae91	Actinopterygii	Gasterosteidae	not fished	stickleback	Species	Apeltes quadracus: (Mitchill	1815)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166397#null	N.A. Atlantic coast/ Europe	http://www.ontariofishes.ca/fish_detail.php?FID=118		Gasterosteiformes�	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Culaea inconstans	brook stickleback/ common (freshwater) stickleback/ five-spined stickleback/ pinfish/ six-spined stickleback/ variable stickleback	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Culaea+inconstans&searchTax=Search+Taxonomy		Culaea inconstans: (Kirtland	1840)	www.catalogueoflife.org/col/details/species/id/641cd3e081fe663244f491fb8f56667f	Actinopterygii	Gasterosteidae	not fished	stickleback	Species	Culaea inconstans: (Kirtland	1840)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166399#null		http://www.ontariofishes.ca/fish_detail.php?FID=119		Gasterosteiformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Gasterosteus aculeatus	threespine stickleback/ barn(y)(s)tickle/ branchy/ branstickle/ burnstickle/ common stickleback/ cushy/ doctor/ eastern stickleback/ european stickleback/ jacksharp/ New York stickleback/ pinfish/ prickl(e)y/ prickly back/ santa ana stickleback/ saw-finned stickleback/ spanicle/ spannistickle/ span(rny)tickle/ spawnykettle/ spawnytickle/ thorn(y)back/ tiddler/ twospine stickleback/ unarmored threespine stickleback/ alaskan stickleback	X	X	X	X	X		X			X			X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Gasterosteus+aculeatus&searchTax=Search+Taxonomy		Gasterosteus aculeatus: Linnaeus	1758	www.catalogueoflife.org/col/details/species/id/fd99ac97713444a54871ba5ae6555109	Actinopterygii	Gasterosteidae	not fished	stickleback	Species	Gasterosteus aculeatus: Linnaeus	1758	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166365#null	native to L. Ontario	https://nas.er.usgs.gov/queries/greatLakes/FactSheet.aspx?SpeciesID=702&Potential=N&Type=0&HUCNumber=DGreatLakes		Gasterosteiformes�	RangeExp	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Pungitius pungitius	ninespine stickleback/ tenspined stickleback	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Pungitius+pungitius&searchTax=Search+Taxonomy		Neoechinorhynchus pungitius: Dechtiar	1971	www.catalogueoflife.org/col/details/species/id/76e9be83557ae4435b7cd6fbc0eec3c0	Actinopterygii	Gasterosteidae	not fished	stickleback	Species	Pungitius pungitius: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=166387#null		http://www.ontariofishes.ca/fish_detail.php?FID=121		Gasterosteiformes�	Native	Chordata	Cudmore-Vokey & Crossman 2000	Other lakes: Cudmore-Vokey & Crossman 2000; Erie: Roth et al. 2012			
	Osmerus mordax	rainbow smelt/ American smelt/ atlantic rainbow smelt/ bay cap(e)lin/ freshwater smelt/ frost fish/ leefish/ outside cap(e)lin/ smelt/ toothed smelt/ white-fish	X	X	X	X	X		X				X	X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Osmerus+mordax&searchTax=Search+Taxonomy		Osmerus mordax: (Mitchill	1814)	www.catalogueoflife.org/col/details/species/id/a3b21f18440ced89a25d39ddfedd990a	Actinopterygii	Osmeridae	panfish	smelt	Species	Osmerus mordax: (Mitchill	1814)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=162041#null	N.A. Atlantic coast/ Asia	http://www.ontariofishes.ca/fish_detail.php?FID=84		Osmeriformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Hiodon tergisus	mooneye/ freshwater herring/ moon-eye/ notch-finned hiodon/ river whitefish/ toothed herring		X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Hiodon+tergisus&searchTax=Search+Taxonomy		Hiodon tergisus: Lesueur	1818	www.catalogueoflife.org/col/details/species/id/9847fa5ddb60890788abf8bc9ce686a5	Actinopterygii	Hiodontidae	not fished	mooneye	Species	Hiodon tergisus: Lesueur	1818	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=161906#null		http://www.ontariofishes.ca/fish_detail.php?FID=12		Osteoglossiformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Ambloplites rupestris	rock bass/ goggle eye/ northern rock bass/ redeye/ redeye bass	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Ambloplites+rupestris&searchTax=Search+Taxonomy		Ambloplites rupestris: (Rafinesque	1817)	www.catalogueoflife.org/col/details/species/id/e3b7ae67a697cade6a41ecb0381836af	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Ambloplites rupestris: (Rafinesque	1817)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168097#null		http://www.ontariofishes.ca/fish_detail.php?FID=129		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Enneacanthus gloriosus	bluespotted sunfish					X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Enneacanthus+gloriosus&searchTax=Search+Taxonomy		Enneacanthus gloriosus: (Holbrook	1855)	www.catalogueoflife.org/col/details/species/id/f783183b783c1f70ed993e9daaadd3fb	Actinopterygii	Centrarchidae	not fished	sunfish/bass	Species	Enneacanthus gloriosus: (Holbrook	1855)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168113#null	N.A. Atlantic coast	https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=377		Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepomis cyanellus	green sunfish	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+cyanellus&searchTax=Search+Taxonomy		Lepomis cyanellus: Rafinesque	1819	www.catalogueoflife.org/col/details/species/id/cc83144368365e74204374b9f7db5de9	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis cyanellus: Rafinesque	1819	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168132#null		http://www.ontariofishes.ca/fish_detail.php?FID=130		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Michigan: Jude & Pappas 1992; Superior: Roth et al. 2012			
	Lepomis gibbosus	pumpkinseed/ common sunfish/ pond perch/ pumpkinseed sunfish/ punky/ sun bass/ yellow sunfish/ kiver	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+gibbosus&searchTax=Search+Taxonomy		Lepomis gibbosus: (Linnaeus	1758)	www.catalogueoflife.org/col/details/species/id/43bb09c244e5d7108bf3e006c065f6ca	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis gibbosus: (Linnaeus	1758)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168144#null		http://www.ontariofishes.ca/fish_detail.php?FID=131		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepomis gulosus	warmouth/ warmouth bass		X	X	X								X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+gulosus&searchTax=Search+Taxonomy		Lepomis gulosus: (Cuvier	1829)	www.catalogueoflife.org/col/details/species/id/8187e31ef2a259075aaae479128e3eee	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis gulosus: (Cuvier in Cuvier and Valenciennes	1829)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168138#null		http://www.ontariofishes.ca/fish_detail.php?FID=132		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000; Michigan: Jude & Pappas 1992; Huron: Roth et al. 2012			
	Lepomis humilis	orangespotted sunfish				X			X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+humilis&searchTax=Search+Taxonomy		Lepomis humilis: (Girard	1858)	www.catalogueoflife.org/col/details/species/id/6e3480ca4abbae6257510d62ed86970b	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis humilis: (Girard	1858)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168151#null	N.A. inland	http://www.ontariofishes.ca/fish_detail.php?FID=133		Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepomis macrochirus	bluegill/ bluegill sunfish	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+macrochirus&searchTax=Search+Taxonomy		Lepomis macrochirus: Rafinesque	1819	www.catalogueoflife.org/col/details/species/id/f4d31240517c10c5ddbeaea4b1d422ce	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis macrochirus: Rafinesque	1819	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168141#null		http://www.ontariofishes.ca/fish_detail.php?FID=134		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepomis megalotis	longear sunfish/ creek perch/ great lakes longear/ northern longear		X	X	X	X							X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+megalotis&searchTax=Search+Taxonomy		Lepomis megalotis: (Rafinesque	1820)	www.catalogueoflife.org/col/details/species/id/e21ea914c53eb9259b8b26e1b035b707	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis megalotis: (Rafinesque	1820)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168153#null		http://www.ontariofishes.ca/fish_detail.php?FID=135		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
	Lepomis microlophus	redear sunfish/ redear		X	X	X								X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Lepomis+microlophus&searchTax=Search+Taxonomy		Lepomis microlophus: (G�nther	1859)	www.catalogueoflife.org/col/details/species/id/f65b9058dd75a81b501630d81f6f213b	Actinopterygii	Centrarchidae	panfish	sunfish/bass	Species	Lepomis microlophus: (G�nther	1859)	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=168154#null	N.A. Atlantic coast	https://nas.er.usgs.gov/queries/FactSheet.aspx?SpeciesID=390	potential invader	Perciformes	Introduced	Chordata	Cudmore-Vokey & Crossman 2000	Roth et al. 2012			
	Micropterus dolomieu	smallmouth bass/ black bass/ bronzeback/ brown bass/ brown trout/ brownie/ gold bass/ green bass/ jumper/ northern smallmouth bass/ redeye/ smallmouth black bass/ smallie/ streaked-cheek river bass/ swago bass/ trout bass/ white trout	X	X	X	X	X		X					X	X	http://v4.boldsystems.org/index.php/Taxbrowser_Taxonpage?taxon=Micropterus+dolomieu&searchTax=Search+Taxonomy		Micropterus dolomieu: Lacep�de	1802	www.catalogueoflife.org/col/details/species/id/34217446a5151e238d438354bfac2a2a	Actinopterygii	Centrarchidae	gamefish	sunfish/bass	Species	Micropterus dolomieu: Lacep�de	1802	https://itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=550562#null		http://www.ontariofishes.ca/fish_detail.php?FID=136		Perciformes	Native	Chordata	Cudmore-Vokey & Crossman 2000	Cudmore-Vokey & Crossman 2000			
