processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent	lat_median
GBAP4064-13	BOLD:ACI1144	Anura	4.739	-76.302	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBMIN91954-17	BOLD:ADJ6216	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNB2283-20	BOLD:ACN7266	Anura	-23.9486	-46.3529	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMNC76087-20	BOLD:ACH9750	Anura	-43.1053	-73.6956	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND1273-21	BOLD:ACA3749	Anura	-13.432	-40.436	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND696-21	BOLD:ACA3497	Anura	-21.074	-41.369	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND893-21	BOLD:ABY6883	Anura	-11.0169	-44.5059	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND963-21	BOLD:ABY6883	Anura	-13.956	-41.009	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
TPZAN083-18	BOLD:AAI3661	Anura	23.9972	121.04	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAFRA048-14	BOLD:ACM3966	Anura	-3.083	10.437	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAM983-10	BOLD:AAM2358	Anura	-30.05	116.233	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
DBNGF088-10	BOLD:AAZ3767	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
GBMIN92313-17	BOLD:ADH4831	Anura	8.72939	39.9149	Ethiopia	Northern	7	10	5	0	7	Africa	7.756
GBMND951-21	BOLD:ABY6883	Anura	-13.334	-49.096	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
WAFRA080-14	BOLD:ACM3966	Anura	-3.169	10.498	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL171-10	BOLD:AAT9134	Anura	-30.2833	116.667	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
ABR1000-13	BOLD:AAA7557	Anura	8.476	-77.549	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPAS058-05	BOLD:AAA3971	Anura	45.443600000000004	-73.593	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSAMM024-09	BOLD:AAA5624	Anura	8.633	-80.078	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO346-11	BOLD:AAT9778	Anura	7.041	-72.985	Colombia	Northern	7	10	5	0	7	Americas	7.756
DBAFI300-13	BOLD:ACA3352	Anura	-22.756	-43.76	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBNGF155-10	BOLD:AAZ3799	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF295-10	BOLD:AAZ4239	Anura	-5.75583	145.236	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
GBAP11866-19	BOLD:ACB7937	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP12408-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBAP2378-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP3846-13	BOLD:ACI1230	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP5110-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC13019-23	BOLD:AFS5845	Anura	25.159	93.013	India	Northern	5	30	25	20	5	Asia	23.8744
GBCOC17251-23	BOLD:AEK5296	Anura	-3.82522	-66.0773	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMIN92696-17	BOLD:ACA3404	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNB2285-20	BOLD:ACA3670	Anura	-24.1002	-45.6901	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMNE66390-22	BOLD:AAM2274	Anura	-16.32	124.76	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
LIN042-06	BOLD:AAA3770	Anura	0.53526	122.98	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN107-06	BOLD:AAA3770	Anura	0.53526	122.98	Indonesia	Northern	7	10	5	0	7	Asia	7.756
TPZAN118-18	BOLD:ACH7173	Anura	25.2158	121.487	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAFRA403-14	BOLD:ACM4053	Anura	-2.73	9.974	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL271-10	BOLD:AAT9366	Anura	-24.8166	113.767	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL400-10	BOLD:AAU1526	Anura	-27.2569	114.189	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
ABR1141-13	BOLD:AAC9503	Anura	9.316	-79.006	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR901-13	BOLD:ACC1648	Anura	9.061	-77.98	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPSA102-12	BOLD:ACA5546	Anura	-34.207	24.819	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
BSAMP1122-09	BOLD:AAB2069	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
CTM182-12	BOLD:AAU3905	Anura	20.6311	-87.0725	Mexico	Northern	5	30	25	20	5	Americas	23.8744
DBABA317-12	BOLD:ACA3465	Anura	-3.893	-38.72	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
DBNGF432-10	BOLD:AAZ4235	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF433-10	BOLD:AAZ4263	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACC191-12	BOLD:AAD4144	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAAW50811-24	BOLD:ACA3769	Anura	-27.793	-50.3474	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBAP20320-19	BOLD:AEA8814	Anura	9.863	-83.236	Costa Rica	Northern	7	10	5	0	7	Americas	7.756
GBAP20496-19	BOLD:AAE6666	Anura	30.2837	-97.7801	United States	Northern	4	40	35	30	4	Americas	38.0733
GBAP2078-13	BOLD:ACH2299	Anura	42.982	12.7637	Italy	Northern	3	50	45	40	3	Europe	43.0306
GBAP3996-13	BOLD:ACI2591	Anura	3.5744	-76.5967	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP4007-13	BOLD:ACI2591	Anura	3.5744	-76.5967	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP4019-13	BOLD:ACI1143	Anura	2.6642	-76.9025	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP5031-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5034-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5476-15	BOLD:ACC5880	Anura	4.68212	-58.9135	Guyana	Northern	7	10	5	0	7	Americas	7.756
GBAP886-09	BOLD:AAB8888	Anura	0.9737	128.301	Indonesia	Northern	7	10	5	0	7	Asia	7.756
GBMIN92298-17	BOLD:ADJ9250	Anura	8.72939	39.9149	Ethiopia	Northern	7	10	5	0	7	Africa	7.756
GBMND1169-21	BOLD:ABY6883	Anura	-7.33211	-39.4452	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
JBJF247-09	BOLD:AAD6597	Anura	28.716	99.7	China	Northern	5	30	25	20	5	Asia	23.8744
LIN312-06	BOLD:AAB2116	Anura	-1.75152	120.538	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MXHER216-09	BOLD:AAB1186	Anura	19.501	-105.053	Mexico	Northern	6	20	15	10	6	Americas	12.4342
TPZAN189-18	BOLD:ADL5319	Anura	24.426	124.181	Japan	Northern	5	30	25	20	5	Asia	23.8744
WAMAL162-10	BOLD:AAT9134	Anura	-28.7666	114.617	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMIH025-10	BOLD:AAN2556	Anura	-5.8	134.25	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ASCRA266-08	BOLD:AAB9718	Anura	45.946	-76.161	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSAMP568-08	BOLD:AAC6124	Anura	9.231	-79.403	Panama	Northern	7	10	5	0	7	Americas	7.756
BSATE147-11	BOLD:AAZ7480	Anura	5.12	-74.96	Colombia	Northern	7	10	5	0	7	Americas	7.756
BSECO179-11	BOLD:ABA0401	Anura	3.228	-73.852	Colombia	Northern	7	10	5	0	7	Americas	7.756
DBABA348-12	BOLD:ACA3517	Anura	-22.903	-46.825	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI234-13	BOLD:AFS3160	Anura	-22.822	-45.663	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBNGF008-10	BOLD:AAZ4266	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACC083-12	BOLD:ACF5687	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP12526-19	BOLD:ACH8252	Anura	-38.0125	-73.1872	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP1780-13	BOLD:ACH3678	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1787-13	BOLD:ACH3673	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1893-13	BOLD:ACH3525	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP2237-13	BOLD:AAM0091	Anura	52.0685	19.4357	Poland	Northern	2	60	55	50	2	Europe	53.478
GBAP3797-13	BOLD:ACH4981	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBCOC3019-23	BOLD:AAB7344	Anura	29.8662	95.7721	China	Northern	5	30	25	20	5	Asia	23.8744
GBCOC3270-23	BOLD:AAB7346	Anura	30.0277	101.369	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN91894-17	BOLD:ADJ6630	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76075-20	BOLD:ACH9750	Anura	-43.1053	-73.6956	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND1219-21	BOLD:ACA3748	Anura	-24.998	-47.9397	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND1246-21	BOLD:ACA3749	Anura	-11.161	-40.5348	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
IMSAM042-09	BOLD:AAA3240	Anura	35.2482	-5.1931	Morocco	Northern	4	40	35	30	4	Africa	38.0733
KINKA014-14	BOLD:ACO5853	Anura	5.858	116.139	Malaysia	Northern	7	10	5	0	7	Asia	7.756
LDPJR018-17	BOLD:ACM4090	Anura	-27.0956	32.1655	South Africa	Southern	10	-20	-25	-30	10	Africa	-23.88
LDPJR023-17	BOLD:ACM4090	Anura	-26.8655	32.1667	South Africa	Southern	10	-20	-25	-30	10	Africa	-23.88
WAFRA103-14	BOLD:ACH6774	Anura	-4.1863	14.9553	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA333-14	BOLD:ACM3990	Anura	-3.9884	15.3879	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL529-10	BOLD:AAT9130	Anura	-33.6083	115.429	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM300-10	BOLD:AAM2274	Anura	-16.323	124.759	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
ABR851-13	BOLD:ACC1403	Anura	9.034	-78.022	Panama	Northern	7	10	5	0	7	Americas	7.756
DBNGF329-10	BOLD:AAZ4244	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF374-10	BOLD:AAZ4014	Anura	-5.8045	145.071	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DJIB179-17	BOLD:ADH4831	Anura	11.7706	42.6519	Djibouti	Northern	6	20	15	10	6	Africa	12.4342
EVACC086-12	BOLD:ACF5687	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
FBHER188-10	BOLD:AAL1420	Anura	53.992	11.413	Germany	Northern	2	60	55	50	2	Europe	53.478
GBAP20315-19	BOLD:AEB0953	Anura	10.026	-83.945	Costa Rica	Northern	6	20	15	10	6	Americas	12.4342
GBAP5164-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5271-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNA18664-19	BOLD:ADR2770	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76070-20	BOLD:ACH9750	Anura	-42.6242	-73.637200000000007	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND1042-21	BOLD:ABY6883	Anura	-20.4037	-54.5896	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND1069-21	BOLD:ABY6883	Anura	-24.6061	-61.54	Argentina	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND1143-21	BOLD:ABY6883	Anura	-6.56757	-37.2855	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
IMSAM111-09	BOLD:AAA3241	Anura	37.5839	10.8481	Tunisia	Northern	4	40	35	30	4	Africa	38.0733
MJNV035-24	BOLD:ADM5246	Anura	5.89397	-74.8583	Colombia	Northern	7	10	5	0	7	Americas	7.756
RNOCF403-17	BOLD:AAY4329	Anura	-21.2538	47.4209	Madagascar	Southern	10	-20	-25	-30	10	Africa	-23.88
WAFRA218-14	BOLD:ACM4581	Anura	-3.22	10.551	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL190-10	BOLD:AAT9959	Anura	-27.2167	121.033	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL291-10	BOLD:AAT9366	Anura	-24.8166	113.767	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM473-10	BOLD:AAM1794	Anura	-34.8	116.071	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM557-10	BOLD:AAM1879	Anura	-33.1986	115.701	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM848-10	BOLD:AAM1880	Anura	-35	117.783	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
BIFZH310-17	BOLD:ADO4150	Anura	-4.01598	133.086	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSAMP293-07	BOLD:AAB2164	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSATE015-10	BOLD:AAT9778	Anura	7.062	-73.094	Colombia	Northern	7	10	5	0	7	Americas	7.756
BSATE086-10	BOLD:AAV6492	Anura	6.029	-75.097	Colombia	Northern	7	10	5	0	7	Americas	7.756
DBABA454-12	BOLD:ACA3611	Anura	-11.811	-48.97	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
DBNGF073-10	BOLD:AAZ3766	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACC181-12	BOLD:ACA7903	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
EVACW014-12	BOLD:ACA9519	Anura	7.981	-78.357	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP12450-19	BOLD:ACH9128	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBAP3269-13	BOLD:ACH8987	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP3804-13	BOLD:ACH8252	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP5467-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC2379-23	BOLD:ACH5614	Anura	33.508	112.06	China	Northern	4	40	35	30	4	Asia	38.0733
GBMAB2148-15	BOLD:ACW1182	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBMIN91929-17	BOLD:ADK3682	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN92819-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC75508-20	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBMND896-21	BOLD:ABY6883	Anura	-11.0169	-44.5059	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND900-21	BOLD:ABY6883	Anura	-11.0885	-43.1434	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
IMSAM456-09	BOLD:AAA3241	Anura	36.8722	8.49063	Algeria	Northern	4	40	35	30	4	Africa	38.0733
LIN348-06	BOLD:AAA6595	Anura	-1.44883	119.995	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
LIN448-07	BOLD:AAA9704	Anura	-1.95	30.06	Rwanda	Southern	8	0	-5	-10	8	Africa	-5.04883
NPAMV563-10	BOLD:ACE6150	Anura	11.702	107.285	Vietnam	Northern	6	20	15	10	6	Asia	12.4342
NPAMV602-10	BOLD:AAH8326	Anura	11.459	107.345	Vietnam	Northern	6	20	15	10	6	Asia	12.4342
OSTEO011-14	BOLD:ACC6371	Anura	-4.033	-73.383	Peru	Southern	8	0	-5	-10	8	Americas	-5.04883
OSTEO048-14	BOLD:ACA4574	Anura	-12.817	-69.3	Peru	Southern	9	-10	-15	-20	9	Americas	-15.5944
BIFZH226-17	BOLD:ADO0994	Anura	-3.36535	133.838	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSACU007-11	BOLD:AAU0046	Anura	22.967	-82.74	Cuba	Northern	5	30	25	20	5	Americas	23.8744
BSAMP1038-09	BOLD:AAA6329	Anura	7.722	-77.669	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP295-07	BOLD:AAA6329	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA540-12	BOLD:ACA3296	Anura	-23.345	-45.136	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI417-13	BOLD:ACG0937	Anura	-22.719	-44.618	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
EANAA007-12	BOLD:AAC7099	Anura	58.47	-94.04	Canada	Northern	2	60	55	50	2	Americas	53.478
FBHER052-09	BOLD:AAC2139	Anura	48.338	11.367	Germany	Northern	3	50	45	40	3	Europe	43.0306
FBHER220-14	BOLD:AAN3045	Anura	49.418	11.939	Germany	Northern	3	50	45	40	3	Europe	43.0306
FBHER228-14	BOLD:AAN3045	Anura	49.75	9.184	Germany	Northern	3	50	45	40	3	Europe	43.0306
GBAP1312-12	BOLD:ACB3700	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP2017-13	BOLD:ACH3179	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP3837-13	BOLD:ACI1164	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP892-09	BOLD:AAB8890	Anura	0.9416	128.267	Indonesia	Northern	7	10	5	0	7	Asia	7.756
GBMNC75999-20	BOLD:ACH9750	Anura	-40.5631	-73.7317	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND61730-21	BOLD:ACF9126	Anura	-8.48957	-41.8196	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND61788-21	BOLD:ACF9126	Anura	-12.8004	-41.3027	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND712-21	BOLD:ACA3497	Anura	-22.4789	-44.5696	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBMND983-21	BOLD:ABY6883	Anura	-14.9058	-61.0793	Bolivia	Southern	9	-10	-15	-20	9	Americas	-15.5944
MXHER157-09	BOLD:AAA5475	Anura	19.53	-103.428	Mexico	Northern	6	20	15	10	6	Americas	12.4342
VTCOL074-17	BOLD:AAB9500	Anura	44.0091	-77.7424	Canada	Northern	3	50	45	40	3	Americas	43.0306
WAFRA053-14	BOLD:ACM4053	Anura	-3.083	10.437	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL612-10	BOLD:AAT9132	Anura	-30.5652	115.341	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM290-10	BOLD:AAM1938	Anura	-16.323	124.759	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMID137-10	BOLD:AAT9082	Anura	-8.2333	124.533	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMIH035-10	BOLD:AAN3268	Anura	-7.9833	131.15	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
AMPSA087-12	BOLD:ABX1944	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa	-15.5944
ANFVL022-17	BOLD:AAA7514	Anura	43.46	-80.26	Canada	Northern	3	50	45	40	3	Americas	43.0306
BJEXS001-08	BOLD:AAH7188	Anura	-3.35679	23.6901	Democratic Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
BSAMP200-07	BOLD:AAD0061	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO102-11	BOLD:ABZ3336	Anura	5.882	-73.678	Colombia	Northern	7	10	5	0	7	Americas	7.756
EVACC187-12	BOLD:AAE0671	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP12096-19	BOLD:ACC6297	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP12337-19	BOLD:ACC6241	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP1887-13	BOLD:ACH3521	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP3817-13	BOLD:ACI1230	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBAP4004-13	BOLD:ACI2591	Anura	3.5744	-76.5967	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBCOC15118-23	BOLD:AAB7344	Anura	29.4379	99.3497	China	Northern	5	30	25	20	5	Asia	23.8744
GBMNA13977-19	BOLD:ADC5674	Anura	36.7674	137.469	Japan	Northern	4	40	35	30	4	Asia	38.0733
GBMNB1776-20	BOLD:AAW7352	Anura	32.9691	71.5457	Pakistan	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76003-20	BOLD:ACH9750	Anura	-40.1331	-72.9089	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMNC76059-20	BOLD:ACH9750	Anura	-41.5803	-72.5408	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMNC76482-20	BOLD:AAD5289	Anura	28.39	106.07	China	Northern	5	30	25	20	5	Asia	23.8744
GBMND1134-21	BOLD:ABY6883	Anura	-6.2524	-35.2213	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND1139-21	BOLD:ABY6883	Anura	-6.41685	-35.1203	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMND1211-21	BOLD:ACA3748	Anura	-24.3841	-47.9332	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
IMSAM607-12	BOLD:AAY0509	Anura	40.3757	-8.36631	Portugal	Northern	3	50	45	40	3	Europe	43.0306
LIN074-06	BOLD:AAA3768	Anura	1.56675	125.166	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN185-06	BOLD:AAA6596	Anura	-1.44883	119.995	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MLANF032-13	BOLD:ACJ4498	Anura	-27.5431	-56.8053	Argentina	Southern	10	-20	-25	-30	10	Americas	-23.88
TAD390-15	BOLD:ACT1298	Anura	13.6622	101.087	Thailand	Northern	6	20	15	10	6	Asia	12.4342
WAFRA130-14	BOLD:ACM4023	Anura	-3.076	10.425	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAM1096-10	BOLD:AAM1794	Anura	-34.1166	115.75	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM624-10	BOLD:AAM1794	Anura	-33.943	115.073	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMIR032-10	BOLD:AAY4806	Anura	-9.6333	119.525	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSAMP080-07	BOLD:AAA5625	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP166-07	BOLD:AAC1402	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP690-09	BOLD:AAB0912	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP704-09	BOLD:AAB0912	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP906-09	BOLD:AAA6462	Anura	7.756	-77.684	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO218-11	BOLD:ABA0401	Anura	3.228	-73.852	Colombia	Northern	7	10	5	0	7	Americas	7.756
DBAFI357-13	BOLD:ACA3271	Anura	-23.345	-45.136	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI433-13	BOLD:ACA3352	Anura	-23.768	-46.295	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
FBHER060-09	BOLD:AAC2139	Anura	50.405	10.262	Germany	Northern	2	60	55	50	2	Europe	53.478
GBAP11777-19	BOLD:ACB7937	Anura	-8.52272	-74.1142	Peru	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP2051-13	BOLD:ACH4056	Anura	45.8246	25.0942	Romania	Northern	3	50	45	40	3	Europe	43.0306
GBAP3656-13	BOLD:ACH7313	Anura	-0.26543	-75.8917	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP5043-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN93318-17	BOLD:ADM2406	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas	-5.04883
GBMNC75939-20	BOLD:AEG5337	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMNC75948-20	BOLD:ADK8019	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNC76051-20	BOLD:ACH9750	Anura	-42.1039	-73.87	Chile	Southern	12	-40	-45	-50	12	Americas	-42.6164
GBMND1009-21	BOLD:ABY6883	Anura	-17.3243	-44.9401	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBMND1101-21	BOLD:ABY6883	Anura	-30.4226	-56.4969	Uruguay	Southern	11	-30	-35	-40	11	Americas	-33.6166
GBMND1286-21	BOLD:ACA3749	Anura	-8.51943	-37.3806	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
