processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent	lat_median
WAMAM515-10	BOLD:AAM1794	Anura	-33.9833	115.75	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM530-10	BOLD:AAM1794	Anura	-33.8666	116.3	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM738-10	BOLD:AAM1449	Anura	-33.3333	117.342	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM745-10	BOLD:AAM1449	Anura	-34.8	117.717	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMIR056-10	BOLD:AAY5045	Anura	-9.9	120.567	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ABR190-13	BOLD:AAD4146	Anura	7.961	-77.704	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPSA071-12	BOLD:ABX1854	Anura	-13.1628	27.7552	Zambia	Southern	9	-10	-15	-20	9	Africa	-15.5944
AMPSA305-13	BOLD:ACM4302	Anura	-18.084	21.05	Namibia	Southern	9	-10	-15	-20	9	Africa	-15.5944
ASCRA414-08	BOLD:AAB9500	Anura	44.869	-75.722	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSACU064-11	BOLD:AAT9115	Anura	22.124	-80.352	Cuba	Northern	5	30	25	20	5	Americas	23.8744
BSAMP1165-09	BOLD:AAB7112	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP125-07	BOLD:AAA9679	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP176-07	BOLD:AAY0386	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA465-12	BOLD:ACA3747	Anura	-22.327	-47.716	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBABA569-12	BOLD:ACA3289	Anura	-23.704	-47.399	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBABA653-12	BOLD:ACA3678	Anura	-22.719	-44.618	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBABR1466-13	BOLD:ACA3343	Anura	-11.0327	-48.5848	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
DBNGF148-10	BOLD:AAZ3791	Anura	-5.78617	145.059	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF190-10	BOLD:AAZ3832	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF259-10	BOLD:AAZ4014	Anura	-5.8045	145.071	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF356-10	BOLD:AAZ4252	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EANAA068-12	BOLD:ACA1660	Anura	38.886	-80.535	United States	Northern	4	40	35	30	4	Americas	38.0733
EVACC130-12	BOLD:ACA7903	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
FBHER212-14	BOLD:AAM0091	Anura	48.791	12.936	Germany	Northern	3	50	45	40	3	Europe	43.0306
GANA718-06	BOLD:AAC7230	Anura	44.643	-78.527	Canada	Northern	3	50	45	40	3	Americas	43.0306
GBAAW50813-24	BOLD:ACF5940	Anura	-27.7906	-50.3463	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBAP1947-13	BOLD:ACH3903	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1988-13	BOLD:ACH3864	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP2412-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP3260-13	BOLD:ABX7835	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP4964-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5383-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
IMSAM394-09	BOLD:AAA8318	Anura	36.8722	8.49063	Algeria	Northern	4	40	35	30	4	Africa	38.0733
IQHLM145-06	BOLD:AAA8333	Anura	0.9388	127.517	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN416-06	BOLD:AAA6596	Anura	-1.45027	119.99	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MGOCF213-16	BOLD:AAA7514	Anura	43.232	-77.616	United States	Northern	3	50	45	40	3	Americas	43.0306
MXHER220-09	BOLD:AAB6680	Anura	16.559	-94.605	Mexico	Northern	6	20	15	10	6	Americas	12.4342
MYARA119-17	BOLD:ADG2131	Anura	12.4039	99.1311	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
MYARA277-17	BOLD:ADF9490	Anura	21.3945	95.8043	Myanmar	Northern	5	30	25	20	5	Asia	23.8744
TPZAN013-18	BOLD:ADC6252	Anura	26.2322	119.994	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAMAL095-10	BOLD:AAU2365	Anura	-15.5944	125.187	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL427-10	BOLD:AAT9366	Anura	-25.0552	115.294	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM1030-10	BOLD:AAN2766	Anura	-15.8333	128.717	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM318-10	BOLD:AAM2460	Anura	-15.2936	125.496	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM374-10	BOLD:AAM1490	Anura	-27.2833	114.133	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM861-10	BOLD:AAM1449	Anura	-34.8083	116.067	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMIH039-10	BOLD:AAN3268	Anura	-7.9833	131.15	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ABAAP101-08	BOLD:AAB9951	Anura	52.557	143.308	Russia	Northern	2	60	55	50	2	Europe	53.478
ABR1102-13	BOLD:ACA7799	Anura	7.759	-78.092	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR1172-13	BOLD:AAA5631	Anura	8.795	-78.449	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR716-13	BOLD:AAB3747	Anura	8.058	-77.37	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPSA038-12	BOLD:ABX1914	Anura	-15.9695	35.5508	Malawi	Southern	9	-10	-15	-20	9	Africa	-15.5944
BSAMP1116-09	BOLD:AAA7559	Anura	9.265	-79.508	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP648-08	BOLD:AAA7559	Anura	9.231	-79.424	Panama	Northern	7	10	5	0	7	Americas	7.756
DBABA695-12	BOLD:ACA3710	Anura	-23.986	-46.742	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI1455-14	BOLD:ACN4182	Anura	-0.055	-67.094	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
DBAFI429-13	BOLD:ACA3696	Anura	-23.768	-46.295	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBNGF039-10	BOLD:AAZ3766	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF114-10	BOLD:AAZ4016	Anura	-5.75583	145.236	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF170-10	BOLD:AAZ3832	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF370-10	BOLD:AAZ4014	Anura	-5.8045	145.071	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF455-10	BOLD:AAZ3778	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACC054-12	BOLD:ACF5687	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
EVACC241-12	BOLD:AAD4144	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP11670-19	BOLD:AEH3367	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP11891-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas	-15.5944
GBAP12460-19	BOLD:ACH9128	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBAP4008-13	BOLD:AAT9612	Anura	4.8022	-76.15	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP5219-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5281-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5306-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBMNE66411-22	BOLD:AAM1938	Anura	-16.72	125.46	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
GVDK138-08	BOLD:AAA9703	Anura	-33.275	20.848	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
IMSAM223-09	BOLD:AAE7180	Anura	40.8534	-3.64492	Spain	Northern	3	50	45	40	3	Europe	43.0306
IMSAM226-09	BOLD:AAI8496	Anura	39.9025	-3.87608	Spain	Northern	4	40	35	30	4	Europe	38.0733
IMSAM537-12	BOLD:AAJ2048	Anura	43.0875	-2.79211	Spain	Northern	3	50	45	40	3	Europe	43.0306
IMSAM630-12	BOLD:AAY0509	Anura	40.3302	-5.11578	Spain	Northern	3	50	45	40	3	Europe	43.0306
IQHLM053-06	BOLD:AAA5395	Anura	0.616911	128.38	Indonesia	Northern	7	10	5	0	7	Asia	7.756
IQHLM067-06	BOLD:AAA5395	Anura	0.719761	127.565	Indonesia	Northern	7	10	5	0	7	Asia	7.756
LIN325-06	BOLD:AAA6595	Anura	-1.44883	119.995	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
MYARA258-17	BOLD:ADG2514	Anura	22.0675	96.5636	Myanmar	Northern	5	30	25	20	5	Asia	23.8744
OSTEO045-14	BOLD:ACF9303	Anura	-7.201	-47.766	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
SDP113042-15	BOLD:ADE1167	Anura	20.1214	-155.571	United States	Northern	5	30	25	20	5	Americas	23.8744
WAF047-15	BOLD:ACY1392	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa	7.756
WAFRA529-14	BOLD:ACM4408	Anura	-2.6778	13.5868	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL182-10	BOLD:AAT9367	Anura	-21.7833	114.85	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL337-10	BOLD:AAT9369	Anura	-31.9333	119.067	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM1074-10	BOLD:AAM1490	Anura	-33.5886	120.33	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM184-10	BOLD:AAM2274	Anura	-15.9894	125.329	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM998-10	BOLD:AAM2706	Anura	-24.8561	113.703	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
ABAAP148-08	BOLD:ACE5152	Anura	41.876	43.366	Georgia	Northern	3	50	45	40	3	Asia	43.0306
ABAAP201-08	BOLD:AAC6750	Anura	23.617	120.479	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
AMPAS016-05	BOLD:AAA3971	Anura	42.8622	-79.0534	Canada	Northern	3	50	45	40	3	Americas	43.0306
AMPAS077-05	BOLD:AAA3972	Anura	42.5758	-80.3723	Canada	Northern	3	50	45	40	3	Americas	43.0306
AMPSA022-12	BOLD:ABX1854	Anura	-9.36256	30.1237	Zambia	Southern	8	0	-5	-10	8	Africa	-5.04883
AMPSA029-12	BOLD:ABX1854	Anura	-9.36256	30.1237	Zambia	Southern	8	0	-5	-10	8	Africa	-5.04883
AMPSA270-13	BOLD:ACJ9866	Anura	-17.873	19.836	Angola	Southern	9	-10	-15	-20	9	Africa	-15.5944
ANFVL023-17	BOLD:AAA7514	Anura	43.42	-80.219	Canada	Northern	3	50	45	40	3	Americas	43.0306
BSAMP038-07	BOLD:AAB8984	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP941-09	BOLD:AAF1259	Anura	7.756	-77.684	Panama	Northern	7	10	5	0	7	Americas	7.756
DBNGF153-10	BOLD:AAZ3799	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACC003-12	BOLD:AAJ9508	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
EVACC017-12	BOLD:AAJ9508	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
EVACC081-12	BOLD:ACF5687	Anura	9.31985	-79.2889	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP11693-19	BOLD:ACC1708	Anura	2.96683	-78.1743	Colombia	Northern	7	10	5	0	7	Americas	7.756
GBAP5013-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5600-15	BOLD:ACV8247	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
JBJF171-09	BOLD:AAE6028	Anura	29.399	102.65	China	Northern	5	30	25	20	5	Asia	23.8744
JTAMA1084-13	BOLD:ACB7266	Anura	14.7404	-86.4925	Honduras	Northern	6	20	15	10	6	Americas	12.4342
LDPJR033-17	BOLD:ADI7826	Anura	-26.8889	32.2393	South Africa	Southern	10	-20	-25	-30	10	Africa	-23.88
LIN068-06	BOLD:AAA3770	Anura	0.86128	123.332	Indonesia	Northern	7	10	5	0	7	Asia	7.756
NPAMV498-10	BOLD:AAW3970	Anura	13.867	104.817	Cambodia	Northern	6	20	15	10	6	Asia	12.4342
TPZAN140-18	BOLD:AAJ2907	Anura	23.7326	120.709	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
VTCOL068-17	BOLD:AAB9718	Anura	44.0091	-77.7424	Canada	Northern	3	50	45	40	3	Americas	43.0306
WAFRA059-14	BOLD:ACM4053	Anura	-3.083	10.437	Gabon	Southern	8	0	-5	-10	8	Africa	-5.04883
WAFRA292-14	BOLD:ACM4600	Anura	1.5142	17.9378	Republic of the Congo	Northern	7	10	5	0	7	Africa	7.756
WAMAL123-10	BOLD:AAT9959	Anura	-20	119.067	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL211-10	BOLD:AAT9564	Anura	-15.3611	129.13	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL611-10	BOLD:AAT9134	Anura	-32.2058	116.016	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM110-10	BOLD:AAT9440	Anura	-27.6666	114.267	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM365-10	BOLD:AAM1449	Anura	-33.4833	115.642	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM823-10	BOLD:AAM1490	Anura	-31.3166	119.067	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM850-10	BOLD:AAM2358	Anura	-28.65	114.633	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM953-10	BOLD:AAM2355	Anura	-31.743	115.963	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMIH016-10	BOLD:AAN2741	Anura	-10.7333	123.1	Indonesia	Southern	9	-10	-15	-20	9	Asia	-15.5944
ABR062-13	BOLD:AAA5626	Anura	8.892	-78.561	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR961-13	BOLD:AAB1184	Anura	9.034	-78.022	Panama	Northern	7	10	5	0	7	Americas	7.756
BIFZH087-17	BOLD:ADO3938	Anura	-3.71605	134.069	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BIFZH333-17	BOLD:ADN1407	Anura	-4.03649	133.07	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
BSAMP1076-09	BOLD:AAB2069	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas	7.756
BSAMP583-08	BOLD:AAB0559	Anura	9.231	-79.403	Panama	Northern	7	10	5	0	7	Americas	7.756
BSECO362-11	BOLD:ABV7787	Anura	7.04	-72.984	Colombia	Northern	7	10	5	0	7	Americas	7.756
CGMAR004-24	BOLD:AAC7145	Anura	10.588	106.825	Vietnam	Northern	6	20	15	10	6	Asia	12.4342
DBAFI068-12	BOLD:ABY6883	Anura	-22.511	-52.317	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBAFI122-12	BOLD:ACA3769	Anura	-27.06	-52.474	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
DBNGF103-10	BOLD:AAZ3979	Anura	-5.22	145.68	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
GBAAW66026-24	BOLD:ACA3769	Anura	-27.7499	-48.5394	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
GBAP1908-13	BOLD:ACH3499	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1978-13	BOLD:ACH2227	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP20032-19	BOLD:AEB4728	Anura	-5.24745	-56.906	Brazil	Southern	8	0	-5	-10	8	Americas	-5.04883
GBAP4959-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5037-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5083-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5086-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5296-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GVDK125-08	BOLD:AAA9707	Anura	-32.241	22.584	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
IMSAM309-09	BOLD:AAC5952	Anura	40.1655	28.403	Turkey	Northern	3	50	45	40	3	Asia	43.0306
IMSAM392-09	BOLD:AAA8318	Anura	36.8731	8.33703	Algeria	Northern	4	40	35	30	4	Africa	38.0733
IMSAM567-12	BOLD:AAE7180	Anura	39.9078	-5.54669	Spain	Northern	4	40	35	30	4	Europe	38.0733
IMSAM636-12	BOLD:AAF4233	Anura	39.4965	-4.54131	Spain	Northern	4	40	35	30	4	Europe	38.0733
MLANF039-13	BOLD:ACJ4560	Anura	-36.3093	-57.6116	Argentina	Southern	11	-30	-35	-40	11	Americas	-33.6166
MYARA008-17	BOLD:ADG2767	Anura	23.5744	95.7378	Myanmar	Northern	5	30	25	20	5	Asia	23.8744
MYARA103-17	BOLD:AAB2123	Anura	12.4497	99.1639	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
MYARA167-17	BOLD:ACT0472	Anura	12.4342	99.145	Myanmar	Northern	6	20	15	10	6	Asia	12.4342
NPAMV036-08	BOLD:AAF5724	Anura	11.424	107.419	Vietnam	Northern	6	20	15	10	6	Asia	12.4342
OSTEO056-14	BOLD:ACC6114	Anura	5.233	-60.517	Guyana	Northern	7	10	5	0	7	Americas	7.756
QUANH014-18	BOLD:AAB9500	Anura	38.6181	-77.5292	United States	Northern	4	40	35	30	4	Americas	38.0733
TPZAN056-18	BOLD:ADC7840	Anura	24.426	124.181	Japan	Northern	5	30	25	20	5	Asia	23.8744
TPZAN107-18	BOLD:AAC7230	Anura	24.9979	121.581	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAFRA239-14	BOLD:ABX2327	Anura	1.0881	17.3074	Republic of the Congo	Northern	7	10	5	0	7	Africa	7.756
WAFRA255-14	BOLD:ACM4070	Anura	-2.4907	13.7183	Republic of the Congo	Southern	8	0	-5	-10	8	Africa	-5.04883
WAMAL098-10	BOLD:AAT9165	Anura	-17.5194	122.152	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAL140-10	BOLD:AAT9134	Anura	-28.3166	114.333	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL654-10	BOLD:AAT9134	Anura	-31.6422	115.918	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM119-10	BOLD:AAM2405	Anura	-16.7166	125.455	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM189-10	BOLD:AAY9579	Anura	-15.9905	125.331	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM478-10	BOLD:AAM1794	Anura	-34.3041	115.171	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM666-10	BOLD:AAM1449	Anura	-34.6	117.017	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM700-10	BOLD:AAM1794	Anura	-31.9833	116.167	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMID012-10	BOLD:AAT9575	Anura	-8.6833	115.567	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ABR1021-13	BOLD:ACK0075	Anura	8.48	-77.519	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR1042-13	BOLD:ACJ9376	Anura	8.479	-77.528	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPSA034-12	BOLD:ABX1836	Anura	-15.6032	28.2643	Zambia	Southern	9	-10	-15	-20	9	Africa	-15.5944
BSAMP642-08	BOLD:AAA7559	Anura	9.228	-79.419	Panama	Northern	7	10	5	0	7	Americas	7.756
DBNGF152-10	BOLD:AAZ3806	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF306-10	BOLD:AAZ4249	Anura	-5.75583	145.236	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
DBNGF358-10	BOLD:AAZ4234	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania	-5.04883
EVACC176-12	BOLD:AAE0671	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
GBAP12421-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia	38.0733
GBAP14562-19	BOLD:ACW1184	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP1946-13	BOLD:ACH3902	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa	-15.5944
GBAP2415-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe	43.0306
GBAP4953-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5252-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBAP5279-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia	38.0733
GBCOC3122-23	BOLD:AEL3912	Anura	33.2576	104.249	China	Northern	4	40	35	30	4	Asia	38.0733
GBMIN92330-17	BOLD:ADH4831	Anura	8.72939	39.9149	Ethiopia	Northern	7	10	5	0	7	Africa	7.756
GBMIN92941-17	BOLD:ADD4511	Anura	23.5863	81.173	India	Northern	5	30	25	20	5	Asia	23.8744
IAHTP034-22	BOLD:AEU9947	Anura	0.285	6.61	Sao Tome and Principe	Northern	7	10	5	0	7	Africa	7.756
IMSAM253-09	BOLD:AAB5948	Anura	40.3123	-3.59567	Spain	Northern	3	50	45	40	3	Europe	43.0306
LIN131-06	BOLD:AAA3770	Anura	0.94259	122.602	Indonesia	Northern	7	10	5	0	7	Asia	7.756
MXHER180-09	BOLD:AAC5575	Anura	19.501	-105.053	Mexico	Northern	6	20	15	10	6	Americas	12.4342
RNOCF392-17	BOLD:ADI0918	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa	-23.88
RNOCF394-17	BOLD:ADH9021	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa	-23.88
TPZAN090-18	BOLD:ADL3901	Anura	24.75	121.1	Taiwan	Northern	5	30	25	20	5	Asia	23.8744
WAF029-15	BOLD:ACY0598	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa	7.756
WAF046-15	BOLD:ACY1392	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa	7.756
WAFRA302-14	BOLD:ACM3984	Anura	1.5142	17.9378	Republic of the Congo	Northern	7	10	5	0	7	Africa	7.756
WAMAL433-10	BOLD:AAU1526	Anura	-34.95	117.017	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAL594-10	BOLD:AAT9673	Anura	-28.95	114.883	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAL679-10	BOLD:AAT9369	Anura	-32.7738	121.447	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM135-10	BOLD:AAM1938	Anura	-14.8202	125.721	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM209-10	BOLD:AAM2707	Anura	-17.828	124.265	Australia	Southern	9	-10	-15	-20	9	Oceania	-15.5944
WAMAM328-10	BOLD:AAM1449	Anura	-33.3838	115.694	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMAM555-10	BOLD:AAO1040	Anura	-24.3166	116.867	Australia	Southern	10	-20	-25	-30	10	Oceania	-23.88
WAMAM570-10	BOLD:AAM1794	Anura	-33.6225	115.079	Australia	Southern	11	-30	-35	-40	11	Oceania	-33.6166
WAMIB013-10	BOLD:AAC9768	Anura	-8.1833	114.433	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMIB025-10	BOLD:AAC9768	Anura	-8.2	114.967	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
WAMIM009-10	BOLD:AED1431	Anura	-9.4333	119.35	Indonesia	Southern	8	0	-5	-10	8	Asia	-5.04883
ZHABI082-11	BOLD:AAD1964	Anura	44.012	26.439	Bulgaria	Northern	3	50	45	40	3	Europe	43.0306
ABR184-13	BOLD:ACT3024	Anura	7.997	-77.711	Panama	Northern	7	10	5	0	7	Americas	7.756
ABR790-13	BOLD:AAA5632	Anura	8.917	-78.618	Panama	Northern	7	10	5	0	7	Americas	7.756
AMPAS197-06	BOLD:AAA7514	Anura	45.237	-77.251	Canada	Northern	3	50	45	40	3	Americas	43.0306
AMPSA052-12	BOLD:ABX2348	Anura	-12.9694	40.5358	Mozambique	Southern	9	-10	-15	-20	9	Africa	-15.5944
AMPSA170-12	BOLD:AAH8095	Anura	-31.277	30.005	South Africa	Southern	11	-30	-35	-40	11	Africa	-33.6166
AMPSA346-13	BOLD:ACJ9533	Anura	-16.143	33.625	Mozambique	Southern	9	-10	-15	-20	9	Africa	-15.5944
BSAMP272-07	BOLD:AAC2526	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas	7.756
DBAFI716-13	BOLD:ACA4301	Anura	-23.345	-45.136	Brazil	Southern	10	-20	-25	-30	10	Americas	-23.88
EVACC211-12	BOLD:AAD4144	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas	7.756
FBHER152-10	BOLD:AAN9979	Anura	48.772	11.265	Germany	Northern	3	50	45	40	3	Europe	43.0306
