processid	bin_uri	order_name	lat	lon	country	hemisphere	lat_bin	lat_max	lat_mid	lat_min	lat_band	continent
BSECO304-11	BOLD:ABV7903	Anura	7.3962	-73.4955	Colombia	Northern	7	10	5	0	7	Americas
CNPVT093-16	BOLD:AAA5418	Anura	53.5668	-112.85	Canada	Northern	2	60	55	50	2	Americas
DBABA475-12	BOLD:ACA3747	Anura	-22.235	-49.081	Brazil	Southern	10	-20	-25	-30	10	Americas
DBABA570-12	BOLD:ACA3289	Anura	-24.177	-48.308	Brazil	Southern	10	-20	-25	-30	10	Americas
DBAFI522-13	BOLD:ACA4687	Anura	-10	-51.198	Brazil	Southern	9	-10	-15	-20	9	Americas
DBNGF057-10	BOLD:AAZ3766	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF081-10	BOLD:AAZ3872	Anura	-5.22	145.68	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF177-10	BOLD:AAZ3799	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF413-10	BOLD:AAZ4234	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
EVACC212-12	BOLD:AAD4146	Anura	7.76223	-77.7241	Panama	Northern	7	10	5	0	7	Americas
GBAP3980-13	BOLD:ACI2591	Anura	3.4289	-76.6592	Colombia	Northern	7	10	5	0	7	Americas
GBAP5386-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMNB2389-20	BOLD:ACF9229	Anura	-22.8118	-43.7941	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1235-21	BOLD:ACA3748	Anura	-28.5142	-49.4641	Brazil	Southern	10	-20	-25	-30	10	Americas
IMSAM018-09	BOLD:AAA9093	Anura	35.3383	-5.54264	Morocco	Northern	4	40	35	30	4	Africa
IMSAM397-09	BOLD:AAA3241	Anura	36.8722	8.49063	Algeria	Northern	4	40	35	30	4	Africa
LIN037-06	BOLD:AAA3768	Anura	1.50965	125.018	Indonesia	Northern	7	10	5	0	7	Asia
LIN084-06	BOLD:AAA3768	Anura	1.51022	125.018	Indonesia	Northern	7	10	5	0	7	Asia
LIN133-06	BOLD:ABY8911	Anura	0.97921	120.817	Indonesia	Northern	7	10	5	0	7	Asia
NPAMV519-10	BOLD:AAU0973	Anura	13.668	104.018	Cambodia	Northern	6	20	15	10	6	Asia
TPZAN190-18	BOLD:ADL5319	Anura	24.426	124.181	Japan	Northern	5	30	25	20	5	Asia
WAF013-15	BOLD:ACX9570	Anura	6.24246	-0.5571	Ghana	Northern	7	10	5	0	7	Africa
WAFRA293-14	BOLD:ACM4600	Anura	1.0769	17.2997	Republic of the Congo	Northern	7	10	5	0	7	Africa
WAMAL714-10	BOLD:AAU0800	Anura	-27.7966	114.426	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM1021-10	BOLD:AAU0860	Anura	-17.4555	124.342	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM140-10	BOLD:AAM2274	Anura	-14.8202	125.721	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM329-10	BOLD:AAM1794	Anura	-33.3838	115.694	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM821-10	BOLD:AAM1932	Anura	-31.2916	119.65	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM913-10	BOLD:AAM1932	Anura	-31.1333	120.683	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMID010-10	BOLD:AAT9575	Anura	-8.2	114.967	Indonesia	Southern	8	0	-5	-10	8	Asia
ABR057-13	BOLD:AAA5628	Anura	8.893	-78.564	Panama	Northern	7	10	5	0	7	Americas
AMPSA201-13	BOLD:ACK0298	Anura	-32.691	23.817	South Africa	Southern	11	-30	-35	-40	11	Africa
BSAMP053-07	BOLD:AAE3866	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSATE014-10	BOLD:AAT9777	Anura	6.766	-73.083	Colombia	Northern	7	10	5	0	7	Americas
BSECO136-11	BOLD:ABA0337	Anura	5.201	-73.1834	Colombia	Northern	7	10	5	0	7	Americas
DBABA382-12	BOLD:ACA3402	Anura	-20.228	-47.44	Brazil	Southern	10	-20	-25	-30	10	Americas
DBAFI1447-14	BOLD:ACF8101	Anura	-24.333	-47.25	Brazil	Southern	10	-20	-25	-30	10	Americas
DBNGF126-10	BOLD:AAZ3791	Anura	-5.78617	145.059	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF309-10	BOLD:AAZ4251	Anura	-5.75583	145.236	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DJIB066-17	BOLD:ADH4831	Anura	11.7833	42.6333	Djibouti	Northern	6	20	15	10	6	Africa
EVACW005-12	BOLD:ACA9519	Anura	8.004	-78.349	Panama	Northern	7	10	5	0	7	Americas
GBAP12433-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia
GBAP2376-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBAP2431-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBAP3801-13	BOLD:ACI0945	Anura	-35.7336	-71.5478	Chile	Southern	11	-30	-35	-40	11	Americas
GBMIN91949-17	BOLD:ACB3536	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMIN93284-17	BOLD:ADK7553	Anura	-1.56427	-78.463	Ecuador	Southern	8	0	-5	-10	8	Americas
GBMNB2332-20	BOLD:AED1402	Anura	-22.4565	-44.5852	Brazil	Southern	10	-20	-25	-30	10	Americas
GBMND1171-21	BOLD:ABY6883	Anura	-7.33636	-47.4535	Brazil	Southern	8	0	-5	-10	8	Americas
IAHTP066-22	BOLD:ADC0190	Anura	1.605	7.402	Sao Tome and Principe	Northern	7	10	5	0	7	Africa
IMSAM067-09	BOLD:AAA8318	Anura	36.7296	9.20197	Tunisia	Northern	4	40	35	30	4	Africa
IMSAM201-09	BOLD:AAB5948	Anura	39.8795	-3.48677	Spain	Northern	4	40	35	30	4	Europe
IMSAM524-12	BOLD:AAJ2048	Anura	39.0029	-1.30419	Spain	Northern	4	40	35	30	4	Europe
LDPJR022-17	BOLD:ADI5439	Anura	-28.4489	32.2884	South Africa	Southern	10	-20	-25	-30	10	Africa
LIN169-06	BOLD:AAA6596	Anura	-1.41491	119.98	Indonesia	Southern	8	0	-5	-10	8	Asia
LIN346-06	BOLD:AAB2115	Anura	-1.42584	121.14	Indonesia	Southern	8	0	-5	-10	8	Asia
NPAMV555-10	BOLD:AAG5771	Anura	11.623	107.299	Vietnam	Northern	6	20	15	10	6	Asia
NPAMV577-10	BOLD:AAZ7875	Anura	11.702	107.285	Vietnam	Northern	6	20	15	10	6	Asia
OSTEO010-14	BOLD:ACV2907	Anura	-11.335	-73.021	Peru	Southern	9	-10	-15	-20	9	Americas
SDP113040-15	BOLD:ADE1167	Anura	20.1214	-155.571	United States	Northern	5	30	25	20	5	Americas
WAFRA464-14	BOLD:ACM4516	Anura	-2.3258	13.6605	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
WAFRA465-14	BOLD:ACM4516	Anura	-2.3258	13.6605	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
WAMAM086-10	BOLD:AAN3654	Anura	-15.7483	125.374	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM241-10	BOLD:AAM2274	Anura	-14.373	125.944	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM463-10	BOLD:AAM1933	Anura	-27.3833	117.35	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM613-10	BOLD:AAM1449	Anura	-30.715	115.42	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM727-10	BOLD:AAM1449	Anura	-34.6416	117.967	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMID215-10	BOLD:AAT9082	Anura	-10.1333	124.283	Indonesia	Southern	9	-10	-15	-20	9	Asia
ABAAP106-08	BOLD:AAY0509	Anura	41.176	-8.498	Portugal	Northern	3	50	45	40	3	Europe
ABAAP133-08	BOLD:AAD9547	Anura	49.933	143.575	Russia	Northern	3	50	45	40	3	Europe
AMPSA298-13	BOLD:AAH8095	Anura	-29.135	31.085	South Africa	Southern	10	-20	-25	-30	10	Africa
ASCRA207-08	BOLD:AAA8453	Anura	47.017	-66.29	Canada	Northern	3	50	45	40	3	Americas
BIFZH116-17	BOLD:ADN5222	Anura	-3.71605	134.069	Indonesia	Southern	8	0	-5	-10	8	Asia
BIFZH211-17	BOLD:ADN5223	Anura	-3.33664	133.825	Indonesia	Southern	8	0	-5	-10	8	Asia
BSAMP099-07	BOLD:AAB8984	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSAMP1009-09	BOLD:AAB5896	Anura	7.756	-77.684	Panama	Northern	7	10	5	0	7	Americas
CNPVT135-16	BOLD:AAA3971	Anura	44.8519	-79.8649	Canada	Northern	3	50	45	40	3	Americas
DBNGF140-10	BOLD:ACE5836	Anura	-5.78617	145.059	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF239-10	BOLD:AAZ3900	Anura	-5.75967	145.18	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DJIB109-17	BOLD:ADH5732	Anura	11.5208	43.0806	Djibouti	Northern	6	20	15	10	6	Africa
GBAP11851-19	BOLD:ACB7937	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP11895-19	BOLD:ACV3392	Anura	-11.5246	-54.3552	Brazil	Southern	9	-10	-15	-20	9	Americas
GBAP1989-13	BOLD:AAW7779	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP4929-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP5105-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMIN92838-17	BOLD:ACD2618	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBMNB2379-20	BOLD:ACF9229	Anura	-22.9598	-43.277	Brazil	Southern	10	-20	-25	-30	10	Americas
IMSAM455-09	BOLD:AAA8318	Anura	36.8722	8.49063	Algeria	Northern	4	40	35	30	4	Africa
LDPJR052-17	BOLD:ACA5882	Anura	-28.4489	32.2884	South Africa	Southern	10	-20	-25	-30	10	Africa
LIN118-06	BOLD:AAA3770	Anura	0.94259	122.602	Indonesia	Northern	7	10	5	0	7	Asia
LIN175-06	BOLD:AAC2851	Anura	-1.3217	120.308	Indonesia	Southern	8	0	-5	-10	8	Asia
LIN349-06	BOLD:AAA6595	Anura	-1.44883	119.995	Indonesia	Southern	8	0	-5	-10	8	Asia
MYARA155-17	BOLD:ACT1629	Anura	12.4497	99.1639	Myanmar	Northern	6	20	15	10	6	Asia
WAFRA244-14	BOLD:ABX2327	Anura	1.0881	17.3074	Republic of the Congo	Northern	7	10	5	0	7	Africa
WAFRA335-14	BOLD:ACM3990	Anura	-3.9885	15.3878	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
WAMAL129-10	BOLD:AAT9134	Anura	-28.65	114.633	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL235-10	BOLD:AAT9130	Anura	-32.5502	115.744	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL350-10	BOLD:AAT9130	Anura	-28.7333	115	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMID123-10	BOLD:AAT9082	Anura	-10.25	123.717	Indonesia	Southern	9	-10	-15	-20	9	Asia
WAMIR027-10	BOLD:AAY4806	Anura	-8.7277	117.892	Indonesia	Southern	8	0	-5	-10	8	Asia
BSAMM077-09	BOLD:AAE3865	Anura	10.917	-85.792	Costa Rica	Northern	6	20	15	10	6	Americas
BSAMP104-07	BOLD:AAB3397	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSAMP349-07	BOLD:AAA9679	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSECO174-11	BOLD:ABA0510	Anura	3.228	-73.852	Colombia	Northern	7	10	5	0	7	Americas
DBNGF135-10	BOLD:ACE5836	Anura	-5.78617	145.059	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF171-10	BOLD:AAZ3806	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF215-10	BOLD:AAZ3977	Anura	-5.75967	145.18	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF389-10	BOLD:AAZ4253	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
EANAA254-12	BOLD:AAB7011	Anura	46.68	-114.223	United States	Northern	3	50	45	40	3	Americas
GBAP3616-13	BOLD:ACH5535	Anura	-1.37304	-77.86	Ecuador	Southern	8	0	-5	-10	8	Americas
GBAP3978-13	BOLD:ACI2593	Anura	2.6464	-76.9086	Colombia	Northern	7	10	5	0	7	Americas
GBMNB2317-20	BOLD:ACA3667	Anura	-23.434	-45.1027	Brazil	Southern	10	-20	-25	-30	10	Americas
IMSAM147-09	BOLD:AAB3328	Anura	31.2539	-6.10944	Morocco	Northern	4	40	35	30	4	Africa
IMSAM189-09	BOLD:AAA3240	Anura	32.0262	-4.47475	Morocco	Northern	4	40	35	30	4	Africa
IQHLM026-06	BOLD:AAA5395	Anura	1.8227	127.83	Indonesia	Northern	7	10	5	0	7	Asia
MXHER159-09	BOLD:AAA5475	Anura	19.53	-103.428	Mexico	Northern	6	20	15	10	6	Americas
MYARA090-17	BOLD:ACT3129	Anura	12.4039	99.1311	Myanmar	Northern	6	20	15	10	6	Asia
MYARB580-18	BOLD:ACW1253	Anura	11.4519	99.2259	Myanmar	Northern	6	20	15	10	6	Asia
TPZAN063-18	BOLD:AAC3625	Anura	26.1556	119.947	Taiwan	Northern	5	30	25	20	5	Asia
TPZAN117-18	BOLD:ACH7173	Anura	26.1556	119.947	Taiwan	Northern	5	30	25	20	5	Asia
WAFRA153-14	BOLD:ACM3966	Anura	-3.145	10.48	Gabon	Southern	8	0	-5	-10	8	Africa
WAFRA210-14	BOLD:ACM3918	Anura	-3.231	10.571	Gabon	Southern	8	0	-5	-10	8	Africa
WAFRA398-14	BOLD:ACM4536	Anura	0.603	9.337	Gabon	Northern	7	10	5	0	7	Africa
WAMAL388-10	BOLD:AAU1526	Anura	-25.6252	114.704	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL516-10	BOLD:AAT9130	Anura	-30.8761	115.366	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM512-10	BOLD:AAM1449	Anura	-31.9	116.2	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM542-10	BOLD:AAM1449	Anura	-33.1986	115.701	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM890-10	BOLD:AAM2275	Anura	-17.068	125.248	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMIB020-10	BOLD:AAC9768	Anura	-8.2	114.967	Indonesia	Southern	8	0	-5	-10	8	Asia
WAMID057-10	BOLD:AAT9082	Anura	-10.2166	123.5	Indonesia	Southern	9	-10	-15	-20	9	Asia
ABR859-13	BOLD:ACK0074	Anura	9.035	-78.026	Panama	Northern	7	10	5	0	7	Americas
ABRAM114-13	BOLD:ACE7167	Anura	-4.727	-62.131	Brazil	Southern	8	0	-5	-10	8	Americas
ABRAM204-13	BOLD:ACF7506	Anura	-2.954	-59.95	Brazil	Southern	8	0	-5	-10	8	Americas
AMPSA045-12	BOLD:ABX1847	Anura	-16.0178	35.5194	Malawi	Southern	9	-10	-15	-20	9	Africa
AMPSA228-13	BOLD:ACJ9692	Anura	-31.712	24.627	South Africa	Southern	11	-30	-35	-40	11	Africa
BSAMM037-09	BOLD:ACF5685	Anura	8.642	-80.073	Panama	Northern	7	10	5	0	7	Americas
DBABA572-12	BOLD:ACA3579	Anura	-3.835	-40.902	Brazil	Southern	8	0	-5	-10	8	Americas
DBNGF310-10	BOLD:AAZ4234	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
EVACC069-12	BOLD:ACF5685	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas
GBAAW48338-24	BOLD:AAE9581	Anura	4.55	-75.66	Colombia	Northern	7	10	5	0	7	Americas
GBAAW69151-24	BOLD:AGE7671	Anura	5.06	-75.53	Colombia	Northern	7	10	5	0	7	Americas
GBAP4375-13	BOLD:ACI1286	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP5054-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP5266-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBAP5455-15	BOLD:ACS5262	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GBCOC2400-23	BOLD:ADC9938	Anura	38.7903	113.985	China	Northern	4	40	35	30	4	Asia
GBCOC3134-23	BOLD:ACB3869	Anura	34.2717	103.262	China	Northern	4	40	35	30	4	Asia
GBMAB1752-15	BOLD:ACW0807	Anura	-7.15691	144.835	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
GBMNB1932-20	BOLD:ACB3572	Anura	11.782	78.2054	India	Northern	6	20	15	10	6	Asia
GVDK024-06	BOLD:AAH7182	Anura	-27.231	25.973	South Africa	Southern	10	-20	-25	-30	10	Africa
IMSAM222-09	BOLD:AAL1354	Anura	40.3169	-4.38042	Spain	Northern	3	50	45	40	3	Europe
LIN263-06	BOLD:AAA6595	Anura	-1.45167	119.991	Indonesia	Southern	8	0	-5	-10	8	Asia
LIN361-06	BOLD:AAB7847	Anura	-5.41521	119.872	Indonesia	Southern	8	0	-5	-10	8	Asia
RNOCF382-17	BOLD:ADH8072	Anura	-21.264	47.4183	Madagascar	Southern	10	-20	-25	-30	10	Africa
SSDWA8652-16	BOLD:AAB7011	Anura	49.2809	-117.043	Canada	Northern	3	50	45	40	3	Americas
WAFRA047-14	BOLD:ACM3966	Anura	-3.082	10.437	Gabon	Southern	8	0	-5	-10	8	Africa
WAFRA093-14	BOLD:ACM4501	Anura	-4.1863	14.9553	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
WAFRA525-14	BOLD:ACM4408	Anura	-2.5442	13.5327	Republic of the Congo	Southern	8	0	-5	-10	8	Africa
WAMAL184-10	BOLD:AAT9367	Anura	-21.7833	114.85	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL653-10	BOLD:AAT9134	Anura	-31.6547	115.924	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1101-10	BOLD:AAM2706	Anura	-24.5166	116.9	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM524-10	BOLD:AAM1794	Anura	-34.3666	116.033	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM896-10	BOLD:AAM2707	Anura	-21.6116	118.956	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM962-10	BOLD:AAM2355	Anura	-31.7925	116	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMID209-10	BOLD:AAT9083	Anura	-10.7333	123.1	Indonesia	Southern	9	-10	-15	-20	9	Asia
ABR273-13	BOLD:AAA6462	Anura	7.959	-77.704	Panama	Northern	7	10	5	0	7	Americas
AMPSA207-13	BOLD:ACJ9424	Anura	-31.651	29.512	South Africa	Southern	11	-30	-35	-40	11	Africa
AMPSA337-13	BOLD:ABX1854	Anura	-14.103	26.018	Zambia	Southern	9	-10	-15	-20	9	Africa
AMPSA365-13	BOLD:ACM4109	Anura	-24.052	30.135	South Africa	Southern	10	-20	-25	-30	10	Africa
ASCRA197-08	BOLD:AAA7514	Anura	47.423	-66.856	Canada	Northern	3	50	45	40	3	Americas
BSACU049-11	BOLD:AAT9115	Anura	21.563	-82.557	Cuba	Northern	5	30	25	20	5	Americas
BSACU080-11	BOLD:AAT9115	Anura	20.999	-77.715	Cuba	Northern	5	30	25	20	5	Americas
BSAMP007-07	BOLD:AAC3764	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSAMP1083-09	BOLD:AAB4617	Anura	9.32	-79.289	Panama	Northern	7	10	5	0	7	Americas
DBABA344-12	BOLD:ACA3806	Anura	-22.69	-45.474	Brazil	Southern	10	-20	-25	-30	10	Americas
DBNGF452-10	BOLD:AAZ3979	Anura	-5.13	145.77	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
EVACW003-12	BOLD:ACA9519	Anura	8.004	-78.349	Panama	Northern	7	10	5	0	7	Americas
GBAP20170-19	BOLD:AEB4727	Anura	-4.6879	-56.443	Brazil	Southern	8	0	-5	-10	8	Americas
GBAP4037-13	BOLD:ACI1143	Anura	2.6381	-76.915	Colombia	Northern	7	10	5	0	7	Americas
GBAP815-09	BOLD:AAC0630	Anura	0.8514	127.662	Indonesia	Northern	7	10	5	0	7	Asia
GBAP839-09	BOLD:AAC2373	Anura	0.9333	127.517	Indonesia	Northern	7	10	5	0	7	Asia
GBAP847-09	BOLD:AAC6637	Anura	0.3233	127.799	Indonesia	Northern	7	10	5	0	7	Asia
IMSAM065-09	BOLD:AAA8318	Anura	35.7772	10.8261	Tunisia	Northern	4	40	35	30	4	Africa
IMSAM213-09	BOLD:ACE8674	Anura	39.8515	-4.01444	Spain	Northern	4	40	35	30	4	Europe
IMSAM467-09	BOLD:AAA3240	Anura	31.4367	-4.33667	Morocco	Northern	4	40	35	30	4	Africa
IMSAM619-12	BOLD:AAY0509	Anura	41.8102	-7.42206	Portugal	Northern	3	50	45	40	3	Europe
IQHLM027-06	BOLD:AAC6639	Anura	1.8228	127.83	Indonesia	Northern	7	10	5	0	7	Asia
LIN227-06	BOLD:AAA6597	Anura	-2.6549	118.933	Indonesia	Southern	8	0	-5	-10	8	Asia
LIN264-06	BOLD:AAA6596	Anura	-1.41491	119.98	Indonesia	Southern	8	0	-5	-10	8	Asia
NPAMV619-10	BOLD:AAF5990	Anura	11.459	107.345	Vietnam	Northern	6	20	15	10	6	Asia
TAD078-15	BOLD:ACT1423	Anura	18.1173	103.764	Laos	Northern	6	20	15	10	6	Asia
WAFRA158-14	BOLD:ACM4699	Anura	-3.037	10.382	Gabon	Southern	8	0	-5	-10	8	Africa
WAFRA168-14	BOLD:ACM4236	Anura	-3.023	10.364	Gabon	Southern	8	0	-5	-10	8	Africa
WAFRA226-14	BOLD:ACM4666	Anura	1.0881	17.3074	Republic of the Congo	Northern	7	10	5	0	7	Africa
WAFRA314-14	BOLD:ACM4666	Anura	1.0881	17.3074	Republic of the Congo	Northern	7	10	5	0	7	Africa
WAMAL079-10	BOLD:AAZ5206	Anura	-14.373	125.944	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAL723-10	BOLD:ACE6586	Anura	-24.69	119.614	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAM1085-10	BOLD:AAM1794	Anura	-33.9088	115.007	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM1144-10	BOLD:AAT9085	Anura	-26.1666	114.333	Australia	Southern	10	-20	-25	-30	10	Oceania
ABR242-13	BOLD:ACU9316	Anura	7.947	-77.704	Panama	Northern	7	10	5	0	7	Americas
ABTVC195-05	BOLD:AAA7138	Anura	9.86347	-84.1467	Costa Rica	Northern	7	10	5	0	7	Americas
AMPAS153-05	BOLD:AAA7514	Anura	45.5054	-76.9733	Canada	Northern	3	50	45	40	3	Americas
AMPAS196-06	BOLD:AAA7514	Anura	45.503	-76.973	Canada	Northern	3	50	45	40	3	Americas
BIFZH075-17	BOLD:ADN5223	Anura	-3.70818	134.072	Indonesia	Southern	8	0	-5	-10	8	Asia
BSAMP130-07	BOLD:AAB5265	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSAMP287-07	BOLD:AAA6461	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSAMP311-07	BOLD:AAC2857	Anura	8.667	-80.592	Panama	Northern	7	10	5	0	7	Americas
BSECO059-11	BOLD:ABA1350	Anura	4.773	-73.037	Colombia	Northern	7	10	5	0	7	Americas
DBABA478-12	BOLD:ACA3497	Anura	-21.038	-40.845	Brazil	Southern	10	-20	-25	-30	10	Americas
DBAFI266-13	BOLD:ACA3317	Anura	-22.482	-43.127	Brazil	Southern	10	-20	-25	-30	10	Americas
DBNGF161-10	BOLD:AAZ3832	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF180-10	BOLD:ABY5360	Anura	-5.81483	145.156	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF363-10	BOLD:AAZ3979	Anura	-5.73131	145.275	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
DBNGF396-10	BOLD:AAZ4254	Anura	-5.7375	145.27	Papua New Guinea	Southern	8	0	-5	-10	8	Oceania
EVACC210-12	BOLD:AAD4144	Anura	8.63312	-80.0767	Panama	Northern	7	10	5	0	7	Americas
GBAP11775-19	BOLD:ACB7937	Anura	-8.52272	-74.1142	Peru	Southern	8	0	-5	-10	8	Americas
GBAP12416-19	BOLD:AAD9252	Anura	36.4024	127.762	South Korea	Northern	4	40	35	30	4	Asia
GBAP1858-13	BOLD:ACH2389	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP1953-13	BOLD:ACH3904	Anura	-19.0416	46.6849	Madagascar	Southern	9	-10	-15	-20	9	Africa
GBAP2059-13	BOLD:AAL6095	Anura	42.982	12.7637	Italy	Northern	3	50	45	40	3	Europe
GBAP2342-13	BOLD:AAF4233	Anura	40.365	-3.65163	Spain	Northern	3	50	45	40	3	Europe
GBAP3662-13	BOLD:ACH6275	Anura	-0.7125	-77.7408	Ecuador	Southern	8	0	-5	-10	8	Americas
GBAP5360-15	BOLD:ACB3504	Anura	38.0733	104.691	China	Northern	4	40	35	30	4	Asia
GVDK001-06	BOLD:AAA9703	Anura	-33.963	18.926	South Africa	Southern	11	-30	-35	-40	11	Africa
LIN219-06	BOLD:AAA3772	Anura	0.83829	123.16	Indonesia	Northern	7	10	5	0	7	Asia
MYARB411-18	BOLD:ACW1253	Anura	10.9586	98.947	Myanmar	Northern	6	20	15	10	6	Asia
RAACG445-19	BOLD:AAA7139	Anura	10.9267	-85.4683	Costa Rica	Northern	6	20	15	10	6	Americas
TPZAN015-18	BOLD:ADL2569	Anura	24.1164	120.736	Taiwan	Northern	5	30	25	20	5	Asia
WAFRA180-14	BOLD:ACM3966	Anura	-3.083	10.437	Gabon	Southern	8	0	-5	-10	8	Africa
WAMAL268-10	BOLD:AAT9673	Anura	-28.5	114.783	Australia	Southern	10	-20	-25	-30	10	Oceania
WAMAL573-10	BOLD:AAT9369	Anura	-32.2	121.783	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAL580-10	BOLD:AAU1498	Anura	-33.3	116.567	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM082-10	BOLD:AAN3654	Anura	-15.9894	125.329	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM171-10	BOLD:AAM2405	Anura	-16.4191	126.1	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM216-10	BOLD:AAY9591	Anura	-18.293	125.593	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM316-10	BOLD:AAM2461	Anura	-16.323	124.759	Australia	Southern	9	-10	-15	-20	9	Oceania
WAMAM320-10	BOLD:AAM1794	Anura	-34.425	115.865	Australia	Southern	11	-30	-35	-40	11	Oceania
WAMAM760-10	BOLD:AAM1449	Anura	-34.8	117.717	Australia	Southern	11	-30	-35	-40	11	Oceania
